id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
51872666,https://www.nocarz.pl/rooms/51872666,20241229042300,2024-12-29,city scrape,"Genève, Eaux-Vives gare - central",Enjoy an equipped and central home.,,https://a0.muscache.com/pictures/miso/Hosting-51872666/original/a85c4c69-b78c-4f41-8a20-e7213a814702.jpeg,141752380,,Lise,2017-07-21,"Geneva, Switzerland",,within an hour,80%,57%,f,https://a0.muscache.com/im/pictures/user/aed06433-3767-4d63-8434-72a0fa7df38d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/aed06433-3767-4d63-8434-72a0fa7df38d.jpg?aki_policy=profile_x_medium,,,1,"['email', 'phone']",t,,,Commune de Genève,,46.19996,6.16753,Entire rental unit,Entire home/apt,1,1.0,1 bath,,1,"[""Wifi"", ""Washer"", ""Kitchen"", ""Dedicated workspace""]",$80.00,3,60,3,3,,,3.0,60.0,,t,19,45,61,151,2024-12-29,3,1,1,2023-05-11,,4.67,,5.0,5.0,5.0,,5.0,,f,1,1,0,0,0.15
554434686238635034,,20241229042300,2024-12-29,city scrape,⭐⭐⭐⭐⭐United Nations Luxury sunny Loft,,,https://a0.muscache.com/pictures/aecd4bbb-b776-45cc-a0b3-7bf094cd83ca.jpg,439970603,https://www.nocarz.pl/users/show/439970603,,,"Geneva, Switzerland","",,100%,33%,t,https://a0.muscache.com/im/pictures/user/5c2216e1-0737-4142-95e7-71654a15e401.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5c2216e1-0737-4142-95e7-71654a15e401.jpg?aki_policy=profile_x_medium,,1,1,,,t,,,,46.21371,6.14482,Entire rental unit,,3,1.0,,1,1,"[""Paid parking garage off premises"", ""Hair dryer"", ""Conditioner"", ""Long term stays allowed"", ""Waterfront"", ""Hot water kettle"", ""Lake access"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Paid resort access"", ""Laundromat nearby"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Private entrance"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Other electric stove"", ""Free washer \u2013 In unit"", ""Paid parking garage on premises"", ""Elevator"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Lockbox"", ""Private gym nearby"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""City skyline view"", ""Smoke alarm"", ""Body soap"", ""Outdoor dining area"", ""Fire extinguisher"", ""Refrigerator"", ""EV charger"", ""Shared beach access"", ""Safe"", ""55 inch HDTV"", ""Cleaning products"", ""Extra pillows and blankets"", ""Heating"", ""Mini fridge"", ""Single oven"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Self check-in"", ""Room-darkening shades""]",$165.00,1,1125,1,1,1125,1125,1.0,1125.0,,,19,49,79,354,,124,47,3,2022-02-05,2024-12-19,4.94,4.98,4.94,,4.98,4.94,4.9,,f,1,1,0,0,3.51
1157130322307965190,https://www.nocarz.pl/rooms/1157130322307965190,20241229042300,2024-12-29,city scrape,Atypical flat in Geneva - 314000,"This renovated 1 bedroom apartment is situated in a lively district close to the train station, the international organisations and some consulting firms. It is well equipped, completely furnished and well connected to public transports.",,https://a0.muscache.com/pictures/miso/Hosting-1157130322307965190/original/0ca6fca5-13bd-4a85-9f7e-bde7e35da570.png,273734321,https://www.nocarz.pl/users/show/273734321,,2019-07-05,"Geneva, Switzerland",,,,73%,f,,,,375,377,"['email', 'phone', 'work_email']",,,,Commune de Genève,,46.21978,6.14046,,Entire home/apt,2,1.0,1 bath,1,1,"[""Pets allowed"", ""Smart lock"", ""Self check-in"", ""Washer"", ""TV"", ""Wifi"", ""Kitchen""]",,,365,30,30,,,30.0,,,t,0,0,0,73,2024-12-29,1,1,0,2024-06-01,2024-06-01,,5.0,,5.0,,5.0,5.0,,t,175,175,0,,
,https://www.nocarz.pl/rooms/876652266257412310,20241229042300,2024-12-29,city scrape,Furnished entire unit,Fully Furnished Entire Apartment in Prime Location with Easy Access to City's Key Bus Routes (11/7/9) - Just Steps Away from Saint Jean area/Delices Stop. Enjoy Tranquil and Convenient Living with Only 12 Minutes Walk from the Station and a Quick 4-Minute Walk to Buses (6/19) and bus #10 form and to the Airport.,,,,https://www.nocarz.pl/users/show/101923294,Terek,2016-10-31,,"",within an hour,100%,59%,f,https://a0.muscache.com/im/pictures/user/User-101923294/original/7d1cccbf-1b7a-4000-8595-8ba632ad8e35.png?aki_policy=profile_small,,,,2,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.2071,6.13205,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,,,3,15,3,3,,15,,15.0,,t,2,2,2,2,2024-12-29,,10,0,2023-06-16,,4.94,,4.94,5.0,5.0,4.94,,,f,,,,0,0.85
31374489,https://www.nocarz.pl/rooms/31374489,20241229042300,2024-12-29,city scrape,1 bedroom apartment Plainpalais (4.1.2G/RG),"Located in the Carouge area, close to Plainpalais, this comfortable apartment of is as follows: 1 bedroom with queen size bed & couch, 1 bathroom, 1 kitchen , 1 separate WC , 1 entry hall.",,https://a0.muscache.com/pictures/17529759-bd8e-4564-8720-756c176f2e5c.jpg,10409307,,,2013-12-03,"Geneva, Switzerland","Our apartments are welcoming enough to make you want to move in and perhaps find yourself a little bit ""at home"" at the end of the world!",within a few hours,100%,26%,f,https://a0.muscache.com/im/pictures/user/5ce319c5-9fdd-4d30-9ec3-7fc16f7716df.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5ce319c5-9fdd-4d30-9ec3-7fc16f7716df.jpg?aki_policy=profile_x_medium,,29,29,"['email', 'phone']",,t,,Commune de Genève,,46.19022,6.14365,,Entire home/apt,3,1.0,1 bath,1,,,$99.00,,1125,50,50,1125,1125,50.0,1125.0,,,,60,90,,,14,0,0,2019-02-15,2022-11-12,4.21,4.57,4.14,4.36,,4.57,4.29,,f,28,28,0,0,0.2
9620792,https://www.nocarz.pl/rooms/9620792,20241229042300,,city scrape,5* Suit - Cathedral View,"Prime & Exclusif Location! Large suit of 55m2, in the heart of the Old Town<br />Amazing view on the St Peters Cathedral<br />Town, one of the most popular neighborhoods of Geneva<br />Close to shops, train station, restaurants and the lake<br />Weekly Cleaning",St. Peter's Cathedral dominates the old city and contains archaeological treasures from prehistory to the Middle Ages.,https://a0.muscache.com/pictures/fb5ab439-60a1-4d2b-939c-9a53d4dd893a.jpg,3528377,,Marc,2012-09-10,"Geneva, Switzerland","Keys'n'Fly - nocarz Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,98%,,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,,,,447,"['phone', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,,6.14731,Entire rental unit,Entire home/apt,,1.0,1 bath,1,2,"[""Hair dryer"", ""Long term stays allowed"", ""Bathtub"", ""Stove"", ""Washer"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Shower gel"", ""Dining table"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Clothing storage"", ""Smoke alarm"", ""Oven"", ""Fire extinguisher"", ""Refrigerator"", ""Heating"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Self check-in"", ""Room-darkening shades""]",$173.00,2,365,3,3,1125,1125,3.0,1125.0,,t,17,47,49,74,2024-12-29,236,50,1,2016-03-18,2024-12-13,4.8,4.91,4.86,4.68,4.62,,4.59,,t,101,92,7,0,2.21
925519209986221064,https://www.nocarz.pl/rooms/925519209986221064,,2024-12-29,,Gorgeous room in Downtown Geneva 2,"Room in a centrally located bright and spacious 4 pieces design flat, 2 min walking distance from Cornavin train station. The flat consists of two bedrooms, a big living room, dining room, and kitchen with dishwasher, a large balcony with a beautiful view, a bathroom with washing machine and a separated WC.<br />The visitors will benefit from an easy access to all sites and amenities from this super central location.",,https://a0.muscache.com/pictures/miso/Hosting-925519209986221064/original/e7fe821a-5315-4ce8-88d0-49d1a09b23de.jpeg,522961602,https://www.nocarz.pl/users/show/522961602,Cherif,2023-06-30,,"",within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/ee52404d-1898-4a36-b43b-859e7def59ca.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ee52404d-1898-4a36-b43b-859e7def59ca.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Commune de Genève,,,,Private room in rental unit,Private room,2,,1.5 shared baths,,,"[""Lake access"", ""Host greets you"", ""Washer"", ""TV"", ""Wifi"", ""Kitchen"", ""Lock on bedroom door"", ""Fire extinguisher""]",,2,14,,2,14,,,,,t,0,0,0,,2024-12-29,9,6,0,2023-07-10,2024-06-27,4.89,4.78,4.89,4.78,5.0,5.0,4.78,,f,3,,2,0,0.5
867801331874158300,https://www.nocarz.pl/rooms/867801331874158300,20241229042300,2024-12-29,city scrape,Stylish apartment near Jet d'Eau,"This stylish studio is absolutely new and fresh.And it's waiting for you;)<br />The great location will give you the opportunity to fully enjoy Geneva<br />✓ The fountain Jet d'Eau are 8 min walk<br />✓ The shop streets are 10 min walk<br />✓ The restaurants, bars are 3-5 min <br />✓ 3 min from the historical and green park Parc La Grange.<br />✓ The studio is located on a quiet street and has its own courtyard.<br />✓ 2 min walk from the train station GenèveEaux-Vives.Also, you have easy access to trains, trams, buses and boats.","The Eaux-Vives district is home to the Jet d’Eau and evokes a calm way of life.<br />Here you have a wide choice of well-priced restaurants in a friendly setting. The splendid Parc des Eaux-Vives with its terrific view of the lake and its gourmet restaurant is the place to recharge batteries in one of nature’s most beautiful settings. No less magnificient is the adjoining Parc La Grange, home to Geneva’s most beautiful rose garden.",https://a0.muscache.com/pictures/miso/Hosting-867801331874158300/original/bfa96153-d53f-4000-b5d1-3bd19cdb2aba.jpeg,490712280,https://www.nocarz.pl/users/show/490712280,Igor And Zeynab,2022-12-08,,"We are Igor and Zeynab.
And we will be glad to meet you in our cozy and stylish apartments by the lake in the center of Geneva! We value our guests so be sure we have prepared all the best for you;)

We are always in touch. ",within an hour,,100%,t,https://a0.muscache.com/im/pictures/user/844d4b08-dd1c-4dfb-9985-8e11228c7bb7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/844d4b08-dd1c-4dfb-9985-8e11228c7bb7.jpg?aki_policy=profile_x_medium,,1,,"['email', 'phone']",t,t,,Commune de Genève,,46.20172,6.16592,,Entire home/apt,2,1.0,1 bath,1,1,,$135.00,,60,,1,,,,1125.0,,t,,4,4,4,2024-12-29,96,45,4,,2024-12-15,,4.91,4.95,,4.94,4.84,4.81,,t,,1,0,0,4.64
54363264,https://www.nocarz.pl/rooms/54363264,20241229042300,2024-12-29,,Chambre dans appartement chaleureux avec vue,"Welcome to a cozy apartment, with spacious living room, equipped kitchen, and large terrace (with garden furniture to enjoy).   <br />And for sleeping: two bedrooms with double beds (width 1x 160cm and 1x140), and a sofa bed in the living room.<br />Bathroom with bath.<br />In the largest bedroom, TV with DVD device (free access to the house collection) and large selection of channels.<br />In case of need, 1 indoor parking space.",,,114477823,https://www.nocarz.pl/users/show/114477823,,2017-02-02,Switzerland,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/e66f8a6f-8e40-4560-ba72-8d9e28e2fba9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e66f8a6f-8e40-4560-ba72-8d9e28e2fba9.jpg?aki_policy=profile_x_medium,,1,,,,t,,,,,6.16434,,Private room,1,1.0,,2,0,,$90.00,45,360,45,45,,360,45.0,360.0,,t,,58,88,182,,2,0,0,,2022-05-15,,5.0,4.5,5.0,5.0,5.0,,,f,1,0,1,0,0.06
1284237902828079867,https://www.nocarz.pl/rooms/1284237902828079867,20241229042300,2024-12-29,,"01. Magnifique Chambre mansardée 35 m2, vue unique","Beautiful Room 35 m2 on the upper floor of a Duplex<br /><br />Be one of the first to stay in this rare item in a great location<br /><br />- Fully included private bathroom with bathtub<br />- Clear and amazing view overlooking the Bus Station, Right Bank, Square of the Alps, Brunswick Monument and English Garden<br />- Refurbished Duplex apartment in also renovated building<br />- Stunning entrance with stairwell (shared)<br />- Large, fully equipped new kitchen (shared)<br />- Additional toilet at entrance (shared)",,,659980121,,Paulo Jorge,,,,,,99%,,https://a0.muscache.com/im/pictures/user/User/original/fdcaab8a-be8a-4488-bf3d-3f17d7034b7e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/fdcaab8a-be8a-4488-bf3d-3f17d7034b7e.jpeg?aki_policy=profile_x_medium,,5,5,"['email', 'phone']",t,t,,,,46.20927,,,Private room,,,1.5 baths,1,,,$79.00,3,365,,3,365,365,3.0,365.0,,t,20,24,49,,2024-12-29,7,7,6,,2024-12-23,5.0,5.0,4.86,,5.0,5.0,5.0,,f,4,0,4,0,
1316688613649679344,https://www.nocarz.pl/rooms/1316688613649679344,20241229042300,2024-12-29,city scrape,Appartement près de l’ONU,"Make life easier at this peaceful, centrally located home.",,https://a0.muscache.com/pictures/hosting/Hosting-1316688613649679344/original/b56710b1-6773-4119-be28-48e9a05d2846.jpeg,,https://www.nocarz.pl/users/show/104007900,Elisabeth,2016-11-16,"Geneva, Switzerland","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/bff1b6f4-6915-4499-a541-4ffbe5392eae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bff1b6f4-6915-4499-a541-4ffbe5392eae.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",,t,,Commune de Genève,,46.22424051954052,6.122660531045392,,Entire home/apt,2,,1 bath,2,2,"[""Wifi"", ""Washer"", ""TV"", ""Kitchen""]",$115.00,3,,,3,365,365,,365.0,,t,0,26,56,236,,,0,0,,,,,,,,,,,,1,1,0,0,
,https://www.nocarz.pl/rooms/23496834,20241229042300,2024-12-29,city scrape,,"Large beautiful room of 23 m2 in a villa, in a quiet area and very close to Geneva airport. Palexpo is a 25 minute walk (2km), UN, ITU, who and other international organizations are less than 4 kilometers away and easily reachable by public transport. Recreational opportunities and large shopping mall within walking distance.",,,,https://www.nocarz.pl/users/show/12766121,,2014-03-03,"Geneva, Switzerland","Nous serons très heureux de vous accueillir à Genève.

Que votre séjour en Suisse soit de courte ou de longue durée, nous établissons votre dossier sur mesure afin de trouver les solutions les plus rapides et les plus adaptées à vos besoins

Quelle que soit votre situation, nous vous proposons la solution qui vous convient.
Nous vous aidons pour vous installer rapidement et en douceur, en nous occupant des détails les plus importants dès votre arrivée.

Nous mettrons tout en œuvre pour rendre votre séjour inoubliable et productif. ",within a day,64%,84%,f,https://a0.muscache.com/im/pictures/user/91e85604-f562-4f52-84ca-9ec07c6e38d8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/91e85604-f562-4f52-84ca-9ec07c6e38d8.jpg?aki_policy=profile_x_medium,,16,65,['phone'],t,,,Meyrin,,46.2218,6.10503,Private room in home,Private room,,1.0,1 shared bath,1,,"[""Hair dryer"", ""Long term stays allowed"", ""Bathtub"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Carbon monoxide alarm"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Babysitter recommendations"", ""Essentials"", ""Baking sheet"", ""Pets allowed"", ""Shower gel"", ""Hangers"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Paid parking off premises"", ""Oven"", ""Patio or balcony"", ""Lock on bedroom door"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Crib"", ""Heating"", ""Cleaning available during stay"", ""Backyard"", ""Paid parking on premises"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Bread maker"", ""Shampoo"", ""Wifi"", ""Self check-in""]",$76.00,15,,15,15,999,,,999.0,,t,0,25,55,235,2024-12-29,19,0,0,2018-03-15,2021-10-25,4.32,4.89,,4.79,4.74,4.84,4.26,,f,,,10,0,0.23
43138829,https://www.nocarz.pl/rooms/43138829,20241229042300,2024-12-29,city scrape,Chambre spacieuse dans un cadre paisible,,,https://a0.muscache.com/pictures/hosting/Hosting-43138829/original/d4b255dc-6f73-4037-bf72-6c85f3c32719.jpeg,148764902,https://www.nocarz.pl/users/show/148764902,Elsa,2017-09-02,"Geneva, Switzerland","Hello! Je suis Elsa, la fille aînée de Maria. Je ne vis pas avec elle, mais je lui donne un coup de main pour le logement, surtout pour l’annonce. (Elle et l’informatique ça fait deux). Au plaisir de vous rencontrer!",within an hour,,100%,f,https://a0.muscache.com/im/pictures/user/User/original/610ad2e4-325e-40a8-b11a-4c06e9ad5b30.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/610ad2e4-325e-40a8-b11a-4c06e9ad5b30.jpeg?aki_policy=profile_x_medium,,1,5,"['email', 'phone']",t,f,,,,46.28407,,,,1,1.0,1 private bath,1,1,"[""Hair dryer"", ""Stove"", ""Washer"", ""Breakfast"", ""Dishes and silverware"", ""Kitchen"", ""Smoking allowed"", ""Essentials"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Oven"", ""Patio or balcony"", ""Lock on bedroom door"", ""Refrigerator"", ""Free parking on premises"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Heating"", ""Extra pillows and blankets"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi""]",,7,65,7,7,65,65,7.0,65.0,,t,6,,59,59,2024-12-29,,0,0,,,,,,,,,,,,1,0,1,0,
,https://www.nocarz.pl/rooms/3345351,20241229042300,2024-12-29,city scrape,Prime location! B&B Netflix WI-FI close to ONU,"GENEVA'S HEART!<br />3 mins. to our tramway stop<br />10 min. to Gare Cornavin<br />Locker in bedroom<br />Close to those facilities (shops, drugstore, coffee shops, medical center, local restaurantes, supermarket, laundromat, hairdresser, mall close by, public transports, etc.)<br />Wifi<br />Self service Continental breakfast<br />Beautiful bedroom with double bed (160X200cm), sofa, wardrobe and small desk.<br />Close to:  UN, WIPO, WHO, ITC, WMO, ITU, CERN, ROLEX, PALEXPO, Water Jet and Old Town - All easily doable by foot",,https://a0.muscache.com/pictures/miso/Hosting-3345351/original/aab7c2c3-3a35-4fdd-b1d4-4678c03e1c42.jpeg,3778243,https://www.nocarz.pl/users/show/3778243,,2012-10-06,"Geneva, Switzerland","I am for the good vibes, I see life with simplicity though I am not conformist. 

I am adventurous, I likes to travel and discover new horizons, I am easy to adapt, both in the most chic and in the most humble surroundings, cause I am coming from there, so it is very easy for me to get immerse .

I'm in for all gastronomy discovery, as I am a good eater :-), I am a person who likes to learn from every experience.",within a day,100%,93%,t,https://a0.muscache.com/im/pictures/user/31bed6f1-f509-49a2-872b-eb4eb328d977.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/31bed6f1-f509-49a2-872b-eb4eb328d977.jpg?aki_policy=profile_x_medium,,,12,"['email', 'phone']",t,,"Geneva, Switzerland",Commune de Genève,,46.21334,6.12568,Private room in rental unit,,2,1.5,,1,1,"[""Hair dryer"", ""Conditioner"", ""Long term stays allowed"", ""Hot water kettle"", ""Shared patio or balcony"", ""Freezer"", ""Books and reading material"", ""Stove"", ""Laundromat nearby"", ""Wine glasses"", ""Outdoor furniture"", ""Breakfast"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Babysitter recommendations"", ""Free washer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Ethernet connection"", ""Ceiling fan"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Mountain view"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""City skyline view"", ""Oven"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Paid street parking off premises"", ""Host greets you"", ""Exercise equipment: yoga mat"", ""Lock on bedroom door"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Cleaning products"", ""Extra pillows and blankets"", ""Arcade games"", ""Cleaning available during stay"", ""Single level home"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",$109.00,2,1125,2,2,,1125,2.0,1125.0,,t,30,60,,,2024-12-29,67,3,0,2014-07-12,2024-04-14,4.72,4.8,4.83,4.77,4.8,4.55,4.61,,f,,,3,0,0.53
,,20241229042300,2024-12-29,previous scrape,Beautiful Design Studio in Champel!,,,https://a0.muscache.com/pictures/f6021453-b2f1-43f6-966b-993af1c2d5e4.jpg,,https://www.nocarz.pl/users/show/371151210,Yu,2020-10-08,,Ready to introduce you to my Studio! ,N/A,N/A,75%,,https://a0.muscache.com/im/pictures/user/8c587613-2703-48c8-a693-328ce904a89c.jpg?aki_policy=profile_small,,,,1,"['email', 'phone']",t,t,,,,46.19127,6.15381,Entire rental unit,Entire home/apt,,,1 bath,,,,,,,,4,6,6,4.0,6.0,,t,0,0,,0,2024-12-29,58,1,0,,2024-08-30,,,4.6,4.74,4.78,4.76,,,f,1,1,,0,1.14
27081121,https://www.nocarz.pl/rooms/27081121,20241229042300,,previous scrape,,,,https://a0.muscache.com/pictures/162dd8e0-dc01-431c-8834-1e0a93d94122.jpg,203724171,https://www.nocarz.pl/users/show/203724171,Oulianova,2018-07-20,,"",N/A,N/A,,f,https://a0.muscache.com/im/pictures/user/477d7e5a-b0a8-43b6-a8dd-2beb4e87b560.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/477d7e5a-b0a8-43b6-a8dd-2beb4e87b560.jpg?aki_policy=profile_x_medium,,,1,"['email', 'phone']",t,f,,Veyrier,,,6.18022,Private room in rental unit,,4,,1 shared bath,,,"[""Elevator"", ""Heating"", ""Washer"", ""TV"", ""Wifi"", ""Kitchen"", ""Private living room"", ""Free parking on premises""]",,11,,11,11,,12,11.0,,,,0,0,,0,2024-12-29,0,0,0,,,,,,,,,,,f,,0,1,0,
766094516165959242,https://www.nocarz.pl/rooms/766094516165959242,20241229042300,2024-12-29,previous scrape,Grande chambre en plein centre,,,https://a0.muscache.com/pictures/miso/Hosting-766094516165959242/original/502d5b04-d3e1-41ba-a55e-1a79b1e1fbcd.jpeg,24014334,https://www.nocarz.pl/users/show/24014334,,2014-11-21,"Geneva, Switzerland",Swiss multidisciplinary artist. Highly sensitive to art and beauty. Nature lover. Law graduate.,,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/User/original/b1d976e3-4dab-40d4-bf3b-ae5316e1e2bf.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/b1d976e3-4dab-40d4-bf3b-ae5316e1e2bf.jpeg?aki_policy=profile_x_medium,,,,"['phone', 'work_email']",t,t,,Commune de Genève,,46.19777,,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Hair dryer"", ""Conditioner"", ""Long term stays allowed"", ""Bathtub"", ""Freezer"", ""Washer"", ""Wine glasses"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage"", ""Paid parking off premises"", ""Oven"", ""Body soap"", ""Patio or balcony"", ""Lock on bedroom door"", ""Refrigerator"", ""Dishwasher"", ""Heating"", ""Cleaning products"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",,1,365,,1,365,,1.0,365.0,,,,,0,0,2024-12-29,0,0,,,,,,,,,,,,f,1,,1,0,
37587592,https://www.nocarz.pl/rooms/37587592,20241229042300,,city scrape,Renovated studio in heart of Paquis Geneva 593000,Newly renovated studio with seperate kitchen and balcony. Near to train station and lake,,https://a0.muscache.com/pictures/5413242c-97ce-4f31-9fc4-60090a84ebbb.jpg,273734321,,Homenhancement,2019-07-05,"Geneva, Switzerland","Nous gérons plus de 450 appartements à Genève et 60 appartements à Lausanne. 
Nous avons également des appartements à Bruxelles et Fribourg.
N'hésitez pas à nous contacter pour toute demande d'information complémentaire.
Nous sommes à votre service pour vous aider à trouver le parfait appartement pour votre séjour à Genève, Lausanne, Fribourg et Bruxelles.

La fameuse Equipe Réservations 
Sophie Gremaud
Homenhancement  SA",,88%,73%,f,,https://a0.muscache.com/im/pictures/user/41b9e759-7a64-4bea-bad6-43fd63d43571.jpg?aki_policy=profile_x_medium,,375,377,"['email', 'phone', 'work_email']",,t,,Commune de Genève,,46.21443557739258,6.147445201873779,Entire serviced apartment,Entire home/apt,,1.0,1 bath,0,1,"[""Essentials"", ""Paid washer \u2013 In building"", ""Iron"", ""Pets allowed"", ""Long term stays allowed"", ""Heating"", ""Smart lock"", ""Self check-in"", ""Hot water"", ""TV"", ""Private entrance"", ""Wifi"", ""Dishes and silverware"", ""Kitchen"", ""Hangers""]",$96.00,4,90,,4,999,999,4.0,999.0,,t,2,2,,,,5,0,0,2019-10-05,2021-07-29,,4.6,4.8,3.8,4.2,4.8,4.4,,t,,175,,,0.08
